epoch,align_clean_topk,align_adv_topk,target_prob_clean_mean,target_prob_adv_mean,overlap_clean_mean,overlap_adv_mean,shape_loss,preserve_loss,cls_aux_loss,gate_positive_ratio,perturbed_area_ratio_mean,L_induce,L_tv,L_budget,L_total,mean_abs_delta,max_abs_delta,saturation_ratio,grad_norm_fourier,grad_norm_suppress
13,0.03360833351973308,0.029297753281072172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011904762126505375,0.0,-0.004310580238660905,0.0,0.21475444148972397,0.0,0.006841299331293524,0.0627450942993164,0.030906346650959933,0.0037855154369026423,0.014409699477255344
14,0.03445780009070304,0.029694063198894106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011904762126505375,0.0,-0.004763736891808934,0.0,0.21565199304001495,0.0,0.0068466415024162584,0.0627450942993164,0.03127466148028823,0.020344432443380356,0.013976681046187878
15,0.03396508626210752,0.02964814067745084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011904762126505375,0.0,-0.004316945584656681,0.0,0.21654995246083325,0.0,0.006860107268787023,0.0627450942993164,0.03166197336898112,0.0067040156573057175,0.01132922898977995
16,0.034405161290190604,0.02961199906659532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011904762126505375,0.0,-0.004793162223595287,0.0,0.2169598139705458,0.0,0.006868724572272357,0.0627450942993164,0.03199590976637696,0.01058940403163433,0.011117049492895603
17,0.03409868235460907,0.029424021176564757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011904762126505375,0.0,-0.004674661178044312,0.0,0.21758144735041712,0.0,0.006876349546678403,0.0627450942993164,0.032273753229236105,0.014846147038042545,0.013182051479816437
18,0.03324373532086611,0.028750946628251624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011904762126505375,0.0,-0.004492788692614483,0.0,0.21774889442933168,0.0,0.0068720217077402855,0.0627450942993164,0.03245199644323731,0.006377232261002064,0.010651763528585434
19,0.034123873669673635,0.029426043858039753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011904762126505375,0.0,-0.004697829811633881,0.0,0.21826023378297296,0.0,0.006878331603472614,0.0627450942993164,0.032597370465232436,0.00955508928745985,0.011511757038533688
20,0.033055030921210794,0.028783321312350754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011904762126505375,0.0,-0.004271709608860041,0.0,0.2183176450704405,0.0,0.006880101811199288,0.0627450942993164,0.03271399059025717,0.016817573457956314,0.011852486059069633
21,0.035064746377043696,0.03021646361232428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011904762126505375,0.0,-0.004848282764719419,0.0,0.218655784872814,0.0,0.006883052933512558,0.0627450942993164,0.0328242322478775,0.017922839149832726,0.010785534977912903
22,0.03432394314498802,0.02981845168055508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011904762126505375,0.0,-0.0045054914644329334,0.0,0.21862462319004597,0.0,0.0068831970520239535,0.0627450942993164,0.032897874566662995,0.01619112119078636,0.00756626995280385
23,0.03404876804808203,0.029416510567108062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011904762126505375,0.0,-0.004632257480973972,0.0,0.21854959826194803,0.0,0.006884956222846714,0.0627450942993164,0.03297696439110484,0.011079483665525913,0.0106424018740654
24,0.035254742530862075,0.030503539436774727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011904762126505375,0.0,-0.004751203094087346,0.0,0.21882683803273745,0.0,0.00689128765114705,0.0627450942993164,0.033034562625732095,0.02258705534040928,0.02153864875435829
25,0.033834285102784634,0.02921512534266523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011904762126505375,0.0,-0.0046191597601194035,0.0,0.21863881518079348,0.0,0.00689738615372106,0.0627450942993164,0.03309876288418995,0.019401846453547478,0.018122510984539986
26,0.03425600366540136,0.029625265069149864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011904762126505375,0.0,-0.0046307385962514975,0.0,0.2188978529101267,0.0,0.006890227974280325,0.0627450942993164,0.033090280934544136,0.008316933177411556,0.016385354101657867
27,0.0334931073798091,0.028918544020679296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011904762126505375,0.0,-0.004574563359129803,0.0,0.21907479928426093,0.0,0.006891690762664791,0.0627450942993164,0.033107140320913955,0.009534207172691822,0.012287216261029243
28,0.03358060179073461,0.02888220815836447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011904762126505375,0.0,-0.00469839363237014,0.0,0.21889710207884225,0.0,0.006890098808128484,0.0627450942993164,0.03310994784401349,0.009473984129726887,0.008549176156520844
29,0.033295880027934516,0.028850083736732056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011904762126505375,0.0,-0.0044457962912024624,0.0,0.2188536115965918,0.0,0.0068891572726997715,0.0627450942993164,0.03311776540471309,0.00949212908744812,0.008948701433837414
30,0.034368621243934354,0.029505701223632115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011904762126505375,0.0,-0.0048629200203022405,0.0,0.2191999123982734,0.0,0.006894184305717808,0.0627450942993164,0.033139935192403366,0.010981099680066109,0.013737828470766544
