epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
107,6346.43,0.90238,0.86045,1.2988,0.73364,0.61007,0.69507,0.48791,1.15528,2.09169,1.50724,0.00458416,0.00458416,0.00458416
108,6403.64,0.90253,0.84965,1.30125,0.73413,0.61018,0.6949,0.48821,1.1546,2.09368,1.50662,0.00450682,0.00450682,0.00450682
109,6461.34,0.89515,0.84306,1.29562,0.73718,0.60904,0.6953,0.48864,1.15398,2.0937,1.50598,0.0044296,0.0044296,0.0044296
110,6518.16,0.89217,0.83916,1.29338,0.73559,0.61013,0.69559,0.48906,1.15344,2.09463,1.50544,0.00435254,0.00435254,0.00435254
111,6578.52,0.89021,0.83445,1.28919,0.73512,0.61106,0.69603,0.48941,1.15295,2.09641,1.50488,0.00427565,0.00427565,0.00427565
112,6635.56,0.88762,0.83195,1.2886,0.73615,0.61103,0.69625,0.48998,1.15265,2.09848,1.50447,0.00419895,0.00419895,0.00419895
113,6691.85,0.87957,0.81785,1.28216,0.73575,0.61219,0.69619,0.49,1.15221,2.10162,1.50376,0.00412246,0.00412246,0.00412246
114,6748.1,0.87951,0.81142,1.28171,0.73401,0.61271,0.69613,0.49033,1.15205,2.10295,1.50367,0.0040462,0.0040462,0.0040462
115,6805.59,0.87927,0.80678,1.27767,0.73456,0.6115,0.69658,0.49062,1.15189,2.10454,1.50338,0.00397019,0.00397019,0.00397019
116,6862.65,0.8747,0.80193,1.27441,0.7349,0.6111,0.69665,0.49082,1.15153,2.10603,1.50313,0.00389445,0.00389445,0.00389445
117,6919.81,0.86862,0.79607,1.26913,0.7416,0.60655,0.69711,0.49123,1.15132,2.1076,1.5027,0.00381899,0.00381899,0.00381899
118,6977.69,0.8672,0.7879,1.2688,0.744,0.60467,0.69739,0.49172,1.15141,2.10945,1.50255,0.00374383,0.00374383,0.00374383
119,7034.7,0.8577,0.77879,1.26438,0.74828,0.60065,0.69758,0.49186,1.15113,2.11094,1.50223,0.00366899,0.00366899,0.00366899
120,7092.2,0.86262,0.78049,1.26517,0.74658,0.60271,0.69752,0.49211,1.15141,2.1136,1.50205,0.0035945,0.0035945,0.0035945
121,7152.15,0.85794,0.7758,1.26123,0.73759,0.61155,0.69793,0.4923,1.15142,2.11616,1.50186,0.00352037,0.00352037,0.00352037
122,7209.73,0.85653,0.76873,1.26241,0.74164,0.60892,0.69835,0.49245,1.15144,2.1184,1.50191,0.00344661,0.00344661,0.00344661
123,7266.71,0.85387,0.75931,1.2588,0.73834,0.60949,0.69852,0.49271,1.15119,2.11914,1.50163,0.00337325,0.00337325,0.00337325
124,7323.64,0.84674,0.75305,1.25298,0.73946,0.60791,0.69863,0.49319,1.15085,2.11987,1.50104,0.0033003,0.0033003,0.0033003
125,7380.5,0.84564,0.75171,1.25044,0.7378,0.61077,0.69895,0.49349,1.15078,2.12213,1.50105,0.00322778,0.00322778,0.00322778
126,7437.41,0.83925,0.74372,1.24058,0.73855,0.60968,0.69903,0.4935,1.15085,2.12533,1.50108,0.00315572,0.00315572,0.00315572
127,7494.25,0.84175,0.74132,1.24507,0.73837,0.60772,0.69909,0.49344,1.15097,2.12734,1.50107,0.00308412,0.00308412,0.00308412
128,7551.8,0.83226,0.73553,1.24006,0.73578,0.6125,0.69944,0.49373,1.15095,2.12894,1.50078,0.003013,0.003013,0.003013
129,7608.89,0.83325,0.73087,1.24167,0.74165,0.60597,0.69936,0.49402,1.15098,2.13088,1.50074,0.00294239,0.00294239,0.00294239
130,7665.9,0.82868,0.72425,1.2339,0.73927,0.60953,0.69976,0.49427,1.15131,2.13361,1.5009,0.0028723,0.0028723,0.0028723
131,7725.09,0.8277,0.71456,1.23432,0.73876,0.61034,0.69986,0.49436,1.15151,2.13624,1.50101,0.00280275,0.00280275,0.00280275
132,7782.51,0.82217,0.71502,1.22856,0.73763,0.61161,0.7,0.49453,1.15164,2.13938,1.50102,0.00273375,0.00273375,0.00273375
133,7839.84,0.8217,0.70566,1.22737,0.73774,0.61009,0.70004,0.49485,1.15183,2.14091,1.50086,0.00266532,0.00266532,0.00266532
134,7896.95,0.81373,0.70103,1.2221,0.7398,0.60988,0.70044,0.49547,1.15214,2.14234,1.50089,0.00259748,0.00259748,0.00259748
135,7953.8,0.81429,0.69958,1.22068,0.75182,0.60649,0.70045,0.49556,1.15214,2.14459,1.50051,0.00253024,0.00253024,0.00253024
136,8010.19,0.81438,0.6919,1.22063,0.74935,0.60743,0.70075,0.49617,1.1524,2.14557,1.50042,0.00246363,0.00246363,0.00246363
137,8067.57,0.80753,0.68711,1.21242,0.74679,0.60861,0.70077,0.49585,1.1529,2.14775,1.50059,0.00239766,0.00239766,0.00239766
138,8124.84,0.80354,0.68805,1.21217,0.74929,0.60877,0.70101,0.496,1.15335,2.14955,1.50096,0.00233234,0.00233234,0.00233234
139,8181.92,0.80816,0.68172,1.21473,0.74816,0.60856,0.70074,0.4962,1.15362,2.15115,1.50119,0.00226769,0.00226769,0.00226769
140,8238.99,0.79952,0.67226,1.20836,0.75731,0.60641,0.70121,0.4965,1.15351,2.15363,1.50095,0.00220372,0.00220372,0.00220372
